source_file,source_lines,source_kind,top_level_classes,top_level_functions,phase,phase_name,target_module,target_package,target_artifacts,migration_strategy,mandatory_parity,implementation_owner,sidecar_required,initial_status,required,source_sha256,source_size_bytes,status,java_path,verified_by,notes
src/mathproofmesh/communication/receipts.py,66,python_source,,build_receipt,05,类型化通信、路线注册与稀疏拓扑,mathproofmesh-core,io.github.aililuola.mathproofmesh.communication,ReceiptsFunctions.java,按消息准入、去重、TTL、优先级、回执和 exactly-once 领域语义重构，禁止聊天文本旁路,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,0c035463e798eb5a70e2b99cd8bcaea914492de04c72801f75be5f7e2e71a1ef,2136,migrated,mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/communication/MessageReceiptService.java; mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/communication/MessageUtilityVerifier.java,MessageAdmissionPolicyParityTest; MessageDeliveryParityTest; RouteRegistryParityTest; SparseTopologyRouterParityTest; JdbcMessageRepositoryIT; TopologyBenchmarkTest; Maven verify,"Strict ordered admission, semantic deduplication, sparse routing, prompt-consumption exactly once, authenticated receipts, verified utility, invalidation archive and republication are covered"
src/mathproofmesh/communication/route_registry.py,431,python_source,RouteRegistry,,05,类型化通信、路线注册与稀疏拓扑,mathproofmesh-core,io.github.aililuola.mathproofmesh.communication,RouteRegistry.java,按消息准入、去重、TTL、优先级、回执和 exactly-once 领域语义重构，禁止聊天文本旁路,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,01ca674841b7d1f2024a3ea04c3c77076aac179a96049293903518c58b346caf,16049,migrated,mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/communication/RouteRegistry.java,MessageAdmissionPolicyParityTest; MessageDeliveryParityTest; RouteRegistryParityTest; SparseTopologyRouterParityTest; JdbcMessageRepositoryIT; TopologyBenchmarkTest; Maven verify,"Strict ordered admission, semantic deduplication, sparse routing, prompt-consumption exactly once, authenticated receipts, verified utility, invalidation archive and republication are covered"
src/mathproofmesh/computation/__init__.py,11,python_source,,,08,计算引擎与受限 Python 侧车,mathproofmesh-core / python-compute-service,io.github.aililuola.mathproofmesh.computation,package-info.java; ComputationServiceRegistry.java,原生 Java 完整迁移；保持确定性输出、证书和边界行为；不得为方便而转发整个处理器到 Python,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,eaf1b89a46ca5f530fdcbac93242ecb6941fa207b619d52b81022517af9db349,291,migrated,mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/computation/package-info.java; mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/computation/ComputationServiceRegistry.java,ComputationParityTest; ComputationBenchmarkParityTest; ComputationContractsParityTest; ComputationEvidenceGateParityTest; CriticalCalculationGateParityTest; DirectedComputationSmokeParityTest; ReasoningFirstSequenceToolsParityTest; JsonAndToolsParityTest; PythonSidecarProtocolTest; PythonSidecarDifferentialTest; SandboxSecurityIT; Maven verify,"Deterministic Java handlers, exact certificates, bounded contracts, canonical run-isolated cache, evidence gates, and the allowlisted versioned stdio SymPy/Z3 sidecar pass parity, differential, budget, protocol, and sandbox gates"
src/mathproofmesh/computation/broker.py,1326,python_source,ComputationBroker | ToolBroker,_lean_incomplete_marker,08,计算引擎与受限 Python 侧车,mathproofmesh-core / python-compute-service,io.github.aililuola.mathproofmesh.computation,ComputationBroker.java; ToolBroker.java,原生 Java 完整迁移；保持确定性输出、证书和边界行为；不得为方便而转发整个处理器到 Python,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,d94e9db047089094588db4db2592d2e9bc103879101cde7e0f5b18a41089bc71,56005,migrated,mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/computation/ComputationBroker.java; mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/computation/ToolBroker.java,ComputationParityTest; ComputationBenchmarkParityTest; ComputationContractsParityTest; ComputationEvidenceGateParityTest; CriticalCalculationGateParityTest; DirectedComputationSmokeParityTest; ReasoningFirstSequenceToolsParityTest; JsonAndToolsParityTest; PythonSidecarProtocolTest; PythonSidecarDifferentialTest; SandboxSecurityIT; Maven verify,"Deterministic Java handlers, exact certificates, bounded contracts, canonical run-isolated cache, evidence gates, and the allowlisted versioned stdio SymPy/Z3 sidecar pass parity, differential, budget, protocol, and sandbox gates"
src/mathproofmesh/computation/cache.py,314,python_source,ExperimentCache | ComputationLedger,,08,计算引擎与受限 Python 侧车,mathproofmesh-core / python-compute-service,io.github.aililuola.mathproofmesh.computation,ExperimentCache.java; ComputationLedger.java,原生 Java 完整迁移；保持确定性输出、证书和边界行为；不得为方便而转发整个处理器到 Python,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,fc19c641af9440d72dd1acaeb1e33a4b521b34dbe5c226ec35edbbfbfba00c66,12205,migrated,mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/computation/ComputationCache.java; mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/computation/InMemoryComputationCache.java; mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/computation/ComputationLedger.java,ComputationParityTest; ComputationBenchmarkParityTest; ComputationContractsParityTest; ComputationEvidenceGateParityTest; CriticalCalculationGateParityTest; DirectedComputationSmokeParityTest; ReasoningFirstSequenceToolsParityTest; JsonAndToolsParityTest; PythonSidecarProtocolTest; PythonSidecarDifferentialTest; SandboxSecurityIT; Maven verify,"Deterministic Java handlers, exact certificates, bounded contracts, canonical run-isolated cache, evidence gates, and the allowlisted versioned stdio SymPy/Z3 sidecar pass parity, differential, budget, protocol, and sandbox gates"
src/mathproofmesh/computation/contracts.py,822,python_source,,computation_contract_mode | normalize_exploratory_contract | experiment_tool_catalog | validate_experiment_contract | _validate_bounded_greedy | _validate_numeric_counterexample | _validate_modular | _validate_integer_search | _validate_relation_mapping | _validate_graph | _validate_recurrence | _validate_candidate_period | _validate_geometry | _validate_real_inequality | _validate_number_theory | _require_nonempty_string | _is_exact_integer | _is_exact_rational,08,计算引擎与受限 Python 侧车,mathproofmesh-core / python-compute-service,io.github.aililuola.mathproofmesh.computation,ContractsFunctions.java,原生 Java 完整迁移；保持确定性输出、证书和边界行为；不得为方便而转发整个处理器到 Python,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,dff3305096a00df092453ede2a0be878a6fb2bed74ed94334ad71b095a3cd8a9,32177,migrated,mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/computation/ContractsFunctions.java,ComputationParityTest; ComputationBenchmarkParityTest; ComputationContractsParityTest; ComputationEvidenceGateParityTest; CriticalCalculationGateParityTest; DirectedComputationSmokeParityTest; ReasoningFirstSequenceToolsParityTest; JsonAndToolsParityTest; PythonSidecarProtocolTest; PythonSidecarDifferentialTest; SandboxSecurityIT; Maven verify,"Deterministic Java handlers, exact certificates, bounded contracts, canonical run-isolated cache, evidence gates, and the allowlisted versioned stdio SymPy/Z3 sidecar pass parity, differential, budget, protocol, and sandbox gates"
src/mathproofmesh/computation/handlers/__init__.py,5,python_source,,,08,计算引擎与受限 Python 侧车,mathproofmesh-core / python-compute-service,io.github.aililuola.mathproofmesh.computation,package-info.java; ComputationHandlerRegistry.java,原生 Java 完整迁移；保持确定性输出、证书和边界行为；不得为方便而转发整个处理器到 Python,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,4482eeb398a7190b7a10996d57aa13e1146f31acab095b81f6d95ff5b584b717,123,migrated,mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/computation/ComputationHandler.java; mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/computation/ComputationHandlerRegistry.java,ComputationParityTest; ComputationBenchmarkParityTest; ComputationContractsParityTest; ComputationEvidenceGateParityTest; CriticalCalculationGateParityTest; DirectedComputationSmokeParityTest; ReasoningFirstSequenceToolsParityTest; JsonAndToolsParityTest; PythonSidecarProtocolTest; PythonSidecarDifferentialTest; SandboxSecurityIT; Maven verify,"Deterministic Java handlers, exact certificates, bounded contracts, canonical run-isolated cache, evidence gates, and the allowlisted versioned stdio SymPy/Z3 sidecar pass parity, differential, budget, protocol, and sandbox gates"
src/mathproofmesh/computation/handlers/base.py,23,python_source,HandlerEvidence,,08,计算引擎与受限 Python 侧车,mathproofmesh-core / python-compute-service,io.github.aililuola.mathproofmesh.computation,HandlerEvidence.java,原生 Java 完整迁移；保持确定性输出、证书和边界行为；不得为方便而转发整个处理器到 Python,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,a3460dcc799cbec46a06986e527c92fbc937a3b6bc44c3f8c63c05d57338c2db,741,migrated,mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/computation/HandlerEvidence.java,ComputationParityTest; ComputationBenchmarkParityTest; ComputationContractsParityTest; ComputationEvidenceGateParityTest; CriticalCalculationGateParityTest; DirectedComputationSmokeParityTest; ReasoningFirstSequenceToolsParityTest; JsonAndToolsParityTest; PythonSidecarProtocolTest; PythonSidecarDifferentialTest; SandboxSecurityIT; Maven verify,"Deterministic Java handlers, exact certificates, bounded contracts, canonical run-isolated cache, evidence gates, and the allowlisted versioned stdio SymPy/Z3 sidecar pass parity, differential, budget, protocol, and sandbox gates"
src/mathproofmesh/computation/handlers/geometry.py,212,python_source,,_point | _orientation | _distance_squared | _concyclic_determinant | _vector | _cross | _dot | _sign | _expected_flag | run_exact_geometry,08,计算引擎与受限 Python 侧车,mathproofmesh-core / python-compute-service,io.github.aililuola.mathproofmesh.computation,GeometryFunctions.java,原生 Java 完整迁移；保持确定性输出、证书和边界行为；不得为方便而转发整个处理器到 Python,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,0a928e3801b7fa340e04729fd85f23e02a982b30c0b42ad8e95f74860807990e,8776,migrated,mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/computation/GeometryFunctions.java,ComputationParityTest; ComputationBenchmarkParityTest; ComputationContractsParityTest; ComputationEvidenceGateParityTest; CriticalCalculationGateParityTest; DirectedComputationSmokeParityTest; ReasoningFirstSequenceToolsParityTest; JsonAndToolsParityTest; PythonSidecarProtocolTest; PythonSidecarDifferentialTest; SandboxSecurityIT; Maven verify,"Deterministic Java handlers, exact certificates, bounded contracts, canonical run-isolated cache, evidence gates, and the allowlisted versioned stdio SymPy/Z3 sidecar pass parity, differential, budget, protocol, and sandbox gates"
src/mathproofmesh/computation/handlers/graph.py,210,python_source,,_edge_key | run_graph_certificate,08,计算引擎与受限 Python 侧车,mathproofmesh-core / python-compute-service,io.github.aililuola.mathproofmesh.computation,GraphFunctions.java,原生 Java 完整迁移；保持确定性输出、证书和边界行为；不得为方便而转发整个处理器到 Python,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,db9958c44d3e5ab8e3ada9e6b92677bf2a937a5ae5170be9b7a2e23ab8a3751e,8723,migrated,mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/computation/GraphFunctions.java,ComputationParityTest; ComputationBenchmarkParityTest; ComputationContractsParityTest; ComputationEvidenceGateParityTest; CriticalCalculationGateParityTest; DirectedComputationSmokeParityTest; ReasoningFirstSequenceToolsParityTest; JsonAndToolsParityTest; PythonSidecarProtocolTest; PythonSidecarDifferentialTest; SandboxSecurityIT; Maven verify,"Deterministic Java handlers, exact certificates, bounded contracts, canonical run-isolated cache, evidence gates, and the allowlisted versioned stdio SymPy/Z3 sidecar pass parity, differential, budget, protocol, and sandbox gates"
src/mathproofmesh/computation/handlers/integer_search.py,285,python_source,,_exact_int | _parse_arithmetic | _to_z3 | _eval_integer | _relation | run_bounded_integer_search,08,计算引擎与受限 Python 侧车,mathproofmesh-core / python-compute-service,io.github.aililuola.mathproofmesh.computation,IntegerSearchFunctions.java,Java 负责契约、输入校验、预算、超时、审计和证据门禁；仅将白名单数学内核通过版本化 stdio JSON-RPC 交给新目录内受限 Python 侧车,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-policy-plus-python-z3-sidecar,yes,pending,true,dd9af4d2401f313f4c7c856ac2c7046d37d08830f5b1f126e44bbf96933b7e64,11212,migrated,mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/computation/IntegerSearchFunctions.java; mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/sidecar/PythonSidecarComputationHandler.java; python-compute-service/mathproofmesh_compute/handlers.py,ComputationParityTest; ComputationBenchmarkParityTest; ComputationContractsParityTest; ComputationEvidenceGateParityTest; CriticalCalculationGateParityTest; DirectedComputationSmokeParityTest; ReasoningFirstSequenceToolsParityTest; JsonAndToolsParityTest; PythonSidecarProtocolTest; PythonSidecarDifferentialTest; SandboxSecurityIT; Maven verify,"Deterministic Java handlers, exact certificates, bounded contracts, canonical run-isolated cache, evidence gates, and the allowlisted versioned stdio SymPy/Z3 sidecar pass parity, differential, budget, protocol, and sandbox gates"
src/mathproofmesh/computation/handlers/modular.py,200,python_source,,_exact_int | _domain_values | _evaluate_modular_relation | run_modular,08,计算引擎与受限 Python 侧车,mathproofmesh-core / python-compute-service,io.github.aililuola.mathproofmesh.computation,ModularFunctions.java,Java 负责契约、输入校验、预算、超时、审计和证据门禁；仅将白名单数学内核通过版本化 stdio JSON-RPC 交给新目录内受限 Python 侧车,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-fast-path-plus-python-sympy-sidecar,yes,pending,true,e1faf2aae3f44fc1073f66937ca3354867c3d77349a65c5f67e13a764ad3cf12,7972,migrated,mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/computation/ModularFunctions.java; python-compute-service/mathproofmesh_compute/handlers.py,ComputationParityTest; ComputationBenchmarkParityTest; ComputationContractsParityTest; ComputationEvidenceGateParityTest; CriticalCalculationGateParityTest; DirectedComputationSmokeParityTest; ReasoningFirstSequenceToolsParityTest; JsonAndToolsParityTest; PythonSidecarProtocolTest; PythonSidecarDifferentialTest; SandboxSecurityIT; Maven verify,"Deterministic Java handlers, exact certificates, bounded contracts, canonical run-isolated cache, evidence gates, and the allowlisted versioned stdio SymPy/Z3 sidecar pass parity, differential, budget, protocol, and sandbox gates"
